created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-03-12 21:00:11+00:00,RT @republic: Scientists in Israel likely to announce they've developed Coronavirus vaccine: Report https://t.co/x8AilunZgr,____Viking_____,bidar india,,20,104,712,False,Scientists in Israel likely to announce they've developed Coronavirus vaccine: Report https://t.co/x8AilunZgr
2020-03-12 21:00:12+00:00,"RT @sunraysunray: Bernie Sanders making Coronavirus a class issue, and connecting it to the need for pro-worker policies. This is why he’s…",faizahmedmulla,bengaluru india,Left,24,364,405,False,"Bernie Sanders making Coronavirus a class issue, and connecting it to the need for pro-worker policies. This is why he’s so valuable to our cause. https://t.co/r4XhwjdK6K"
2020-03-12 21:00:28+00:00,RT @spectatorindex: JUST IN: Senior advisor of Iran's Supreme Leader tests positive for coronavirus,mohd_salim13,mumbai india,Chem Engineer | Cricket lover @mipaltan 🏏 | Tweets my personal |Stand with Truth | RT Not Endorsement |,88,174,10899,False,JUST IN: Senior advisor of Iran's Supreme Leader tests positive for coronavirus
2020-03-12 21:03:38+00:00,"RT @coronaviruscare: Doctors in India claim to have successfully treated an Italian #COVID19 patient with a combination of Lopinavir, Riton…",dip_ddmc,cuttack india,views are personal,2,66,160,False,"Doctors in India claim to have successfully treated an Italian #COVID19 patient with a combination of Lopinavir, Ritonavir, Oseltamivir and Chloroquine, a treatment protocol reportedly approved by India's official health governing body, ICMR. 
#Coronavirus #nCoVPandemic https://t.co/jAJwmi9Nxi"
2020-03-12 21:03:41+00:00,"RT @mvmeet: Iraqi Islamic scholar Hadi Al-Modarresi had said:

* Spread of corona virus is an act of Allah &amp; it is a Divine Punishment agai…",mrdogra007,india,A Good Citizen • Nature Lover • Respect the Warriors • Praise the Ancestors • 🇮🇳,1339,1982,8996,False,"Iraqi Islamic scholar Hadi Al-Modarresi had said:

* Spread of corona virus is an act of Allah &amp; it is a Divine Punishment against the Chinese

And now he is infected by Coronavirus.. https://t.co/jEROZ90MxR"
2020-03-12 21:06:00+00:00,If DELHI &amp; HARYANA can do it ..why not Maharashtra &amp; especially Pune ..it's spreading fastly in Pune ..it has 2nd most corona #COVID19 patients than Kerala #coronavirusinindia  #CoronavirusPandemic @OfficeofUT @AUThackeray,itsSKS17,india,"Only support the true men ..means trustworthy for country... support Narendra Modi & huge cricket fan 
ABD is the best 🙏🙏🙏🙏",85,688,3218,False,
2020-03-12 21:09:31+00:00,RT @GillianHTurner: BREAKING: The World Health Organization has announced that dogs cannot contract Covid-19. Dogs previously held in quara…,bluelephant5,bengaluru india,Do you know who you truly are?,501,701,11665,False,"BREAKING: The World Health Organization has announced that dogs cannot contract Covid-19. Dogs previously held in quarantine can now be released. To be clear, WHO let the dogs out."
2020-03-12 21:09:37+00:00,A smile can travel the world. https://t.co/3IwUa7v3RI,mrin_atherdesk,cooch behar india,In search of the subtext..,142,307,4838,False,
2020-03-12 21:12:34+00:00,"RT @SenateGOP: We're ALL in this together.

And we can ALL do our part to help stop the spread of coronavirus.

⬇️ Here's how ⬇️ https://t.…",Sanjankr08,india,"https://t.co/E0ybMiHBTT and 10th 🏫Navinadarsh sarvjanik school,Vishnupur🏫

BCA 📚Nalanda college,Biharsharif📚
7282068154 @airtelindia
....",272,560,8370,False,"We're ALL in this together.

And we can ALL do our part to help stop the spread of coronavirus.

⬇️ Here's how ⬇️ https://t.co/AZv9ikq02K"
2020-03-12 21:13:01+00:00,RT @BenjaminNorton: Maybe there is a God after all...,rajeshjaswal,bengaluru india,,193,800,18753,False,Maybe there is a God after all... https://t.co/GFm6OLxCyq
2020-03-12 21:13:16+00:00,Breaking #FoxNews Alert : NCAA cancels men's and women's basketball tournaments amid coronavirus outbreak,MeetParekh21,ahmadabad city india,Digital Marketer and a die hard football fan.,92,163,2171,False,
2020-03-12 21:13:22+00:00,"RT @timhoiland: Here's how coronavirus is impacting @1MISSIONorg's work. If you have a few bucks (or more!) lying around, we could use your…",GrantMWalsh,kolkata india,"Team member of 8th Day Cafe in Kolkata, India.",162,311,2123,False,"Here's how coronavirus is impacting @1MISSIONorg's work. If you have a few bucks (or more!) lying around, we could use your help right about now. RTs help too. https://t.co/mry26PiPTx"
2020-03-12 21:13:39+00:00,"RT @washingtonpost: Stocks plunge deeper into bear territory, with Dow down nearly 10 percent, despite Fed’s move to prop up short-term mar…",das_varun99,india,Writer. Journalist. Blogger. Escapist.,1382,4967,65753,False,"Stocks plunge deeper into bear territory, with Dow down nearly 10 percent, despite Fed’s move to prop up short-term markets https://t.co/MMCTu9XoRi"
2020-03-12 21:13:50+00:00,"RT @covidperspectiv: This pre-print paper just published. It claims to show a possible treatment / prevention option for #coronavirus. 

**…",antonette_souza,mumbai india,,183,22,52627,False,"This pre-print paper just published. It claims to show a possible treatment / prevention option for #coronavirus. 

** Understand that many papers like this are published - the majority fall by the wayside. **

Any specialists have a view here?

https://t.co/3Stb1Qq7Fp"
2020-03-12 21:14:02+00:00,"RT @ANI: Government of India: To effectively fight the spread of #Coronavirus, Command Hospital (NC), Udhampur, J&amp;K under the aegis of HQ N…",BHAVANMODI94,gujarat india,"Proud Indian 🇮🇳 proud Hindu 🚩 
Tweet personally !🙏",523,1530,38539,False,"Government of India: To effectively fight the spread of #Coronavirus, Command Hospital (NC), Udhampur, J&amp;K under the aegis of HQ Northern Command has set up 4 isolation wards with a 100-bed capacity and a team of specialist doctors to manage the suspected coronavirus patients. https://t.co/k2tJKZ71Bc"
2020-03-12 21:14:04+00:00,"RT @Rover829: BEIJING/SHANGHAI, March 12 (Reuters) - China's coronavirus epidemic has passed its peak, its top health commission said on Th…",Hindusherni18,ranchi india,"Unleash the sanatani goddess in you.
Do not respect ALL religions. ONLY Respect those religions who respect ALL other religions .",354,717,44349,False,"BEIJING/SHANGHAI, March 12 (Reuters) - China's coronavirus epidemic has passed its peak, its top health commission said on Thursday, as it logged just eight new infections in Hubei province, the first time the epicentre of the outbreak recorded a daily tally of less than 10."
2020-03-12 21:14:24+00:00,"Coronavirus update: WWE prepares contingency plans for WrestleMania 36, moves SmackDown on Friday #Sportskeedi https://t.co/P493FZPFHv",mehimanshuyadav,india,Asia no.1 Digital Marketing Expert & Consultant,103,598,7465,False,
2020-03-12 21:14:56+00:00,RT @ShivAroor: The Govt’s #Coronavirus helpline is 011-23978046.,Saritaprab,bengaluru south india,"Proud IBMer (ex), Event Planner, Nationalist, Scribe",470,590,10517,False,The Govt’s #Coronavirus helpline is 011-23978046.
