created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-03-08 11:11:16+00:00,"India 34 cases
#India #corona #COVID2019 #coronavirusinindia https://t.co/35LsA2DypA",Varsha69816500,jaipur india,"Science scholar👩‍🔬
Artist👩‍🎨
dreamer👼",8,69,65,False,
2020-03-08 11:11:18+00:00,"RT @AAPInNews: Delhi Govt orders all DTC &amp; cluster Buses, Delhi Metro coaches &amp; stations and Hospitals to be disinfected everyday.

This wi…",MohanJhaAAP,mumbai india,"Gifts N Ideas - Corporate Gifting Solution, Coordinator SM AAP Mumbai.",998,520,133053,False,"Delhi Govt orders all DTC &amp; cluster Buses, Delhi Metro coaches &amp; stations and Hospitals to be disinfected everyday.

This will ensure that the #CoronaVirus doesn't spread."
2020-03-08 11:11:23+00:00,"RT @spectatorindex: BREAKING: First coronavirus death in Argentina, the first in South America",_Its_Raj,chennai india,"Voice artist | Former anchor, programme producer  @MalaimurasuTV  | Cinephile, Foodie, Passionate about news and media.| Exploring myself.....",640,1269,65142,False,"BREAKING: First coronavirus death in Argentina, the first in South America"
2020-03-08 11:11:33+00:00,"RT @RanaAyyub: My speaking tour in Rome, Perugia, Spain and Hongkong stands cancelled due to the Corona virus concerns. The US tour from th…",AbdulMujeeb9085,india,Muslim☝️ ☪ | Indian 🇮🇳 RT is not an endorsement,2122,4786,70557,False,"My speaking tour in Rome, Perugia, Spain and Hongkong stands cancelled due to the Corona virus concerns. The US tour from the 17th is still on."
2020-03-08 11:11:41+00:00,@ANI China innovative ideas https://t.co/BQUGgr51HV,TheSoulofHonour,india,"🕉️Indian🇮🇳 

Humor Settings : 85%


Nature & Dog Lover

Indian Army Fan.
Modi Admirer.
Kalaam Inspired.",200,17,6991,False,
2020-03-08 11:11:42+00:00,RT @airnewsalerts: #CoronaVirus: 52 testing sites for #COVIDー19 in India https://t.co/5vtY4ANjiC,Nikki84336183,new delhi india,sexy dude,122,1788,1037,False,#CoronaVirus: 52 testing sites for #COVIDー19 in India https://t.co/5vtY4ANjiC
2020-03-08 11:11:46+00:00,RT @cjwerleman: There are 1.3 million Rohingya Muslim refugees crowded together in squalor Bangladeshi refugee camps. This promises to moun…,Anonymous5426,fatehpur india,"जो आज साहिब-ए-मसनद हैं, कल नहीं होंगे...!!
                           किराएदार हैं, ज़ाती मकान थोड़ी है...!!✌",217,229,14157,False,There are 1.3 million Rohingya Muslim refugees crowded together in squalor Bangladeshi refugee camps. This promises to mount tragedy atop of tragedy. https://t.co/Y2kv1a7cje
2020-03-08 11:11:49+00:00,Italy Puts Quarter Of Its Population Under Lockdown Amid Coronavirus Fear https://t.co/KkVYK0jOOw via @ndtv,Nathealings,delhi india,"# He has the most, who is content with the least - Buddha,   
# Healing with Smiles and Emotional Therapy.",7461,4085,170668,False,
2020-03-08 11:11:51+00:00,"RT @BNODesk: NEW: El Salvador will deny entry to foreigners coming from France or Germany due to coronavirus, president says; citizens comi…",lakshmishaks,india,"Founder - Namo Brigade, Ex-Management Consultant, Amateur Economist,  NITK-Surathkal, XLRI alumnus",807,1139,30314,False,"NEW: El Salvador will deny entry to foreigners coming from France or Germany due to coronavirus, president says; citizens coming from those countries will be quarantined for 30 days"
2020-03-08 11:11:53+00:00,"Iran reports 49 new coronavirus deaths, raising toll to 194

#irancoronavirus #Coronavid19 #CoronaVirusUpdate",abishabovas,india,"முடியும் என்றால் முயற்சி செய்...
முடியாதென்றால் பயிற்சி செய்...",497,548,1809,False,
2020-03-08 11:11:56+00:00,"RT @snehamordani: Today globally, 100 countries stand affected with #COVID-19. Yesterday, the number of cases crossed the 1 lakh mark. @CNN…",CNNnews18,india,"Lightning fast alerts, #BreakingNews from India and the world.",4437767,425,770798,True,"Today globally, 100 countries stand affected with #COVID-19. Yesterday, the number of cases crossed the 1 lakh mark. @CNNnews18 @news18dotcom"
2020-03-08 11:11:58+00:00,"RT @eOrganiser: Corona virus a result of China's bio-warfare experiment, says Israeli biological warfare analyst: https://t.co/sqwwWlausS v…",Arghyajyoti,india,"Software, Management & Journalism",56,138,3039,False,"Corona virus a result of China's bio-warfare experiment, says Israeli biological warfare analyst: https://t.co/sqwwWlausS via @eOrganiser"
2020-03-08 11:12:02+00:00,"RT @mredwards: I've heard that coronavirus is going to cause a massive shortage of books, which will be essential when we're all stuck at h…",OptimusPrimerv,bengaluru india,Papa to a little girl. Reuters journalist tracking U.S. Manufacturing. Sucker for RoadTrips🚙,917,972,22455,False,"I've heard that coronavirus is going to cause a massive shortage of books, which will be essential when we're all stuck at home, so it's very important for everyone to rush out and start panic-buying novels. Thank you."
2020-03-08 11:12:04+00:00,When are you volunteering in person to help China hospitals/patients https://t.co/8CzVLcpuIH,FAISALIRFAN,india,"Civil Engr. by qualification,ex-exporter by circumstances,real-estate developer by destiny& a wannabe perfumer.Medieval era man trapped in this modern world.",1293,964,68076,False,
2020-03-08 11:12:08+00:00,"RT @ikpsgill1: Corona Virus - No kissing, no touching! 
HIV - No licking, no Sex

Yeh Virus hain ya sex ke dushman?",gopika1989,heart of india,"Treat me the same way you Want me to treat you. Practicing Hinduism But Respect All Religious Gods.
Strictly No DM.❌❌❌❌❌",231,1673,8780,False,"Corona Virus - No kissing, no touching! 
HIV - No licking, no Sex

Yeh Virus hain ya sex ke dushman?"
2020-03-08 11:12:25+00:00,"#coronavirus - answer for #ClimateChange actions.  Forcing #people to become #carbonneutral The coronavirus outbreak will change business, work and politics - Axios https://t.co/J2GS6qxOXZ",k103s1,india,,6,161,1329,False,
2020-03-08 11:12:25+00:00,Coronavirus and Education Conferences: What&amp;apos;s Canceled https://t.co/jHwIrQ8yGe,WaYs2rOcK,new delhi india,Raj Gaur,44,52,22014,False,
2020-03-08 11:12:26+00:00,"RT @MoCA_GoI: Secretary-MoCA, Sh. Pradeep Singh Kharola reviewed the measures put in place at IGIA, Delhi &amp; RGIA, Hyderabad for screening p…",amitabhshubhu,india,"Avid Reader, Frequent Traveller, Culinary Explorer, Lover of life.

Retweets are not Endorsement.
Views Personal.",191,1799,25354,False,"Secretary-MoCA, Sh. Pradeep Singh Kharola reviewed the measures put in place at IGIA, Delhi &amp; RGIA, Hyderabad for screening passengers to detect symptoms of the #coronavirus https://t.co/fAqC8ETpjH"
2020-03-08 11:12:31+00:00,"RT @SJimons: Panic buying is a symptom of a dysfunctional society diseased with individualism

To those with litres of soap at home- do you…",iTamiltiger,chennai india,Tamilan. Civil Engineer. Believer of Separate nation to tamils.,274,341,14538,False,"Panic buying is a symptom of a dysfunctional society diseased with individualism

To those with litres of soap at home- do you realise that to slow the transmission of COVID-19 you need other people to be cleaning their hands too?!

A fortress of toilet paper will not protect you"
2020-03-08 11:12:38+00:00,"Raids were conducted at the medical stores under the aegis of additional city magistrate (ACM) upon the instruction of Ghaziabad DM.

https://t.co/51pWcGfpMp",IndiaToday,india,"Brings you news breaks: Exclusive political, entertainment, sports insight, unbiased-nonaligned. We are also on Instagram : https://t.co/qf1v42FMpb",5286049,228,723476,True,
2020-03-08 11:12:38+00:00,"PM Modi on coronavirus: Don‘t believe in rumours, consult doctor if unwell https://t.co/p93LNL5Zy3",Dpl46987936,assam india,B+,41,520,860,False,
2020-03-08 11:12:42+00:00,RT @PTI_News: Man booked in Arunachal Pradesh's East Siang district for allegedly posting misleading information about #coronavirus on soci…,jibujoy,india kerala,"Simple humble human being..
.
.",295,2135,110463,False,Man booked in Arunachal Pradesh's East Siang district for allegedly posting misleading information about #coronavirus on social media: Officials
2020-03-08 11:12:43+00:00,"PM Modi on coronavirus: Don't believe in rumours, consult doctor if unwell
https://t.co/y25nIR4isc

via NaMo App https://t.co/es7ZKzTSkH",anandakennamet1,bengaluru south india,retired person,115,323,9046,False,
