created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-05-19 17:05:30+00:00,"RT @NorbertElekes: India is about to destroy two viral things:

- Coronavirus

- TikTok",BasuHussain,chennai india,,32,598,187,False,"India is about to destroy two viral things:

- Coronavirus

- TikTok"
2020-05-19 17:05:30+00:00,RT @adamvaughan_uk: Global CO2 emissions are set for their biggest fall since WWII because of the coronavirus pandemic. They could drop by…,RahulS19J93,chennai india,,7,143,17,False,"Global CO2 emissions are set for their biggest fall since WWII because of the coronavirus pandemic. They could drop by 7.5% in 2020, finds first peer-reviewed analysis of covid-19 impact on emissions. Study by @Peters_Glen, @clequere and team: https://t.co/6XoJHX1vQZ https://t.co/ARtfcFC9Zz"
2020-05-19 17:05:30+00:00,"Very unfortunate 🤥

#Lockdownextention #Agra
#मनमाना_मोदी https://t.co/EJXckJ690d",THOINDIA,hyderabad india,"#Nifty trader | Investor | Analyst | Advisor | #INC Supporter | Blessed mom to two | Love India, it's people and culture.",1073,1507,5875,False,
2020-05-19 17:05:30+00:00,"RT @CommissionerKnp: ""Together let us defeat Corona,and make Kanpur Win"" 
Thanks Corona Warriors 
#StayHomeStaySafe #WashYourHands @DMKanpu…",OIFngFoq7bhf8dz,india,WEB NEWS PORTAL,117,208,209,False,"""Together let us defeat Corona,and make Kanpur Win"" 
Thanks Corona Warriors 
#StayHomeStaySafe #WashYourHands @DMKanpur @igrangekanpur @kanpurnagarpol @adgzonekanpur @ShishirGoUP @UPGovt @InfoDeptUP https://t.co/mLERwGbSOl"
2020-05-19 17:05:31+00:00,RT @ndtvfeed: Health Ministry Issues Guidelines For Dental Clinics https://t.co/9K3VWevEkG,ndtv,india,"Breaking news alerts from India.

Instagram: https://t.co/TDCRCVHlmd
YouTube: https://t.co/ocjlisfywV",13368718,14,729249,True,Health Ministry Issues Guidelines For Dental Clinics https://t.co/9K3VWevEkG
2020-05-19 17:05:31+00:00,How much u donated @ReallySwara  ? https://t.co/RaEGdtyy0a,bidhyarthi2007,asansol india,I am from West Bengal (India). Followed by @barkhaSingh45  @AnilSharma4BJP @sdPachauri1 @Tuhins @abbas_nighat @varunpuri1984 @Ramesh_Bjp @nto1927 100% FB,1549,1470,13329,False,
2020-05-19 17:05:34+00:00,RT @rishav_sharma1: When you realize that if the corona stays a little more than the environment is gonna be so clear that you may have to…,atul_sharma91,bengaluru india,"Engineer. Reader. Traveller .Passionate about India.Craze for Indian Armed Forces. Works at EMC² 
🇮🇳 India First..India Next ! 🇮🇳",123,553,8858,False,When you realize that if the corona stays a little more than the environment is gonna be so clear that you may have to go back to school https://t.co/hKH3W50bUW
2020-05-19 17:05:35+00:00,"https://t.co/TRz6CyXMkk
https://t.co/fFqbF4wnfk

New links for epass",bjymbhiwandi,bhiwandi india,"official Twitter account of #BJYM_bhiwandi @bjymbhiwandi अध्यक्ष @VishalVPathare1 
सोशल मीडिया अध्यक्ष @ganesh_bjym
follow to support @bjp4india",1294,126,12902,False,
2020-05-19 17:05:36+00:00,"RT @BjpBiplab: The Committee is divided into 4 levels :

1️⃣State level Corona Monitoring &amp; awareness Committee
2️⃣ District level Corona M…",BJYMNABADAL,tripura india,"@bjym District President Sepahijala (North) Tripura.     
                                                        @yuva4alll Founder President.",1883,648,3200,False,"The Committee is divided into 4 levels :

1️⃣State level Corona Monitoring &amp; awareness Committee
2️⃣ District level Corona Monitoring &amp; awareness Committee
3️⃣Panchayet level Corona Monitoring &amp; awareness Committee
4️⃣Village Committee level Corona Monitoring &amp; awareness Committee."
2020-05-19 17:05:37+00:00,RT @PiyushGoyal: With in the next 2 days Indian Railways will double the number of Shramik Special Trains to 400 per day. All migrants are…,gyanugyan,kota rajasthan india,,45,87,700,False,"With in the next 2 days Indian Railways will double the number of Shramik Special Trains to 400 per day. All migrants are requested to stay where they are, Indian Railways will get them back home over the next few days."
2020-05-19 17:05:37+00:00,RT @rajinikanthgupt: @kabirazad2017 @deepsealioness @sudhirchaudhary @ZeeNews @Uppolice @myogiadityanath How stupid of @sudhirchaudhary !!…,Shiv18Jun,pune india,"I believe in becoming a leader, having vision in achieving my objective and helping others achieve that in a cordial atmosphere steeped in mutual respect.",77,400,21134,False,@kabirazad2017 @deepsealioness @sudhirchaudhary @ZeeNews @Uppolice @myogiadityanath How stupid of @sudhirchaudhary !! Does he know what he is saying? Obviously @ZeeTV staff are responsible to spread corona.
2020-05-19 17:05:39+00:00,"RT @iPankajShukla: PM Shri @narendramodi Ji's work after the Kutch earthquake is a pointer to his vision for post-COVID India.
 https://t.c…",iMukundJethva,ahmadabad city india,"• 23 • PGDM • IT Social Media Dept, BJP Gujarat • Foodie • Traveler • Wildlife Lover • Tweets = Personal View • RTs ≠ Endorsement",661,1521,17323,False,"PM Shri @narendramodi Ji's work after the Kutch earthquake is a pointer to his vision for post-COVID India.
 https://t.co/DttnAaCMQX"
2020-05-19 17:05:46+00:00,"RT @IndiaToday: #AFWAFactCheck has found that the viral post is falsely attributed to Dr Shetty. #CoronavirusFacts

https://t.co/rxXKXxVAQi",HappaNarinder,jammu j k india,"Born In Srinagar, J&K. Shifted to Jammu in 1990. Worked in Education Department, now retired. Interested in day to day affairs. Re-tweets are no endorsements.",1256,94,480326,False,"#AFWAFactCheck has found that the viral post is falsely attributed to Dr Shetty. #CoronavirusFacts

https://t.co/rxXKXxVAQi"
2020-05-19 17:05:47+00:00,RT @vakeel_saheba: Any other country would’ve facilitated her - maybe even called her in central govt to help out in this unprecedented cri…,crazytwism,bombay mh india earth,I am Pwoke bro. Let's make fascists afraid again.,1854,756,43807,False,Any other country would’ve facilitated her - maybe even called her in central govt to help out in this unprecedented crisis. But in our civilized nation the central govt would rather die than admit that a ‘Communist’ govt and it’s executive did a better job than half the world. https://t.co/Uz0WFOkE97
2020-05-19 17:05:47+00:00,"RT @himantabiswa: Alert - 13 new #COVID + cases detected from Sarusajai Quarantine Centre. Now the total patient count goes to 154.

In vie…",ChafikhurRahman,sonapur india,Public Figure,5,13,123,False,"Alert - 13 new #COVID + cases detected from Sarusajai Quarantine Centre. Now the total patient count goes to 154.

In view of the rising number I earnestly request you to #StayAtHome and follow #SocialDistancing &amp; hygiene norms.

Update 7:45 pm / May 19 https://t.co/JwTrbRIuN9"
2020-05-19 17:05:49+00:00,Something good to read! https://t.co/D4Zi8ZFAka,_Bakula,india,#Bakula offers a fashionable yet affordable wardrobe solution. It preserves the uniqueness and charm of Indian attire with a modern appeal! |+91 9900345566,93,180,1794,False,
2020-05-19 17:05:51+00:00,"RT @BjpBiplab: #TripuraCares4all

Today First Train had departed from Jirania, Tripura for Khagaria, Bihar carrying Migrant Workers who wer…",Suvanka62393043,tripura india,I am New Tripura,56,72,937,False,"#TripuraCares4all

Today First Train had departed from Jirania, Tripura for Khagaria, Bihar carrying Migrant Workers who were stuck in Tripura following COVID19 lockdown.

Entire expenditure for their safe return has been borne from CM's Relief Fund. I wish them a safe journey. https://t.co/9Bm1P5H6S6"
2020-05-19 17:05:51+00:00,RT @yehlog: @sudhirchaudhary @ZeeNews Don't you have a responsibility towards the country? Shouldn't they stay at home instead of spreading…,Shiv18Jun,pune india,"I believe in becoming a leader, having vision in achieving my objective and helping others achieve that in a cordial atmosphere steeped in mutual respect.",77,400,21134,False,@sudhirchaudhary @ZeeNews Don't you have a responsibility towards the country? Shouldn't they stay at home instead of spreading the virus coming to office without social distancing. Isn't that what you told us  about other folks earlier?
2020-05-19 17:05:52+00:00,@suhaskengasur @RNels1201 @rajgurusj123 @fayedsouza @IdleIndian2 @Goutam71210943 @shenaz_irani @nina_arora @karanku100 @kiran_patnaik @RajeshkumarSTo4 @rishibagree #GareebVirodhiBJP made India ChinaNirbhar now want #AatmaNirbharDesh no COVID beds No Medical Infra @BJP4India Says B #PermatmaNirbhar 4COVID19&amp;only 3%will DIE?all CMs please DOUBLE the seats in all govt Medical Colleges @aajtak @dna @AAPMaharashtra https://t.co/nsghgGkGdz @ndtv,JanLokPaal,india,"TEST MORE
Tampered EVMs wala Delayed LockDown2 Topple MP Govt
India will get Real PM only with PAPER BALLET",6346,2609,374824,False,
2020-05-19 17:05:53+00:00,"Music-cum-samosa party in Mumbai's Ghatkopar amid Lockdown 4.0; Twitter says, 'aur do relaxations!' 

https://t.co/rsRPKdwwt5",fpjindia,india,The voice of #Mumbai. The Free Press Journal is one of the oldest English daily newspapers from Mumbai with a heritage of more than 90 years.,15298,520,196572,True,
2020-05-19 17:05:54+00:00,"RT @CNBC: Wearing a mask can reduce coronavirus transmission by 75%, new study claims https://t.co/kgFfagU0Nx",Vats_1968,mumbai india,"#SpiritualHindu,  traveller, adventure sports, RT≠ endorsement, 
Fake WA forwards confirm the stupidity of my contacts !",248,350,19352,False,"Wearing a mask can reduce coronavirus transmission by 75%, new study claims https://t.co/kgFfagU0Nx"
2020-05-19 17:05:56+00:00,"RT @NorbertElekes: India is about to destroy two viral things:

- Coronavirus

- TikTok",OfficeBengal,kolkata india,No aantlami ONLY box office numbers! 😜,189,58,1091,False,"India is about to destroy two viral things:

- Coronavirus

- TikTok"
2020-05-19 17:05:57+00:00,"@RajGovOfficial @DIPRRajasthan Due to #Corona buses turned out to be scooters, auto-rickshaws....",VikrantForBjp,jaipur india,जिला महामंत्री-भाजपा युवा मोर्चा दौसा ।। स्वयंसेवक- प्रथम वर्ष शिक्षित ।। पूर्व संगठन मंत्री-ABVP ।। Social Activist ।।,1561,999,4426,False,
