created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-01-23 23:59:00+00:00,RT @rvaidya2000: One keral nurse in KSA tested +ve for Wuhan virus and many quarantined--Pinarayi can call Kerala assembly and pass a resol…,ChozhanTamil,chennai india,,31,19,4123,False,One keral nurse in KSA tested +ve for Wuhan virus and many quarantined--Pinarayi can call Kerala assembly and pass a resolution condemning China for not controlling the virus --u may ask what use? Same as resolution opposing CAA which is not of any use:)) RT
2020-01-23 23:58:19+00:00,RT @joerwallen: Indian teacher in international school in Shenzhen is believed to be the first foreign national living in China to contract…,nureen4682,hyderabad india,🔮Ꭼмвяαᴄє Ꭲнє Ꭻσυяиєу🔮,15,222,162,False,Indian teacher in international school in Shenzhen is believed to be the first foreign national living in China to contract the #coronavirus. Concerns over 500 Indian medical students in Wuhan who have returned home. Latest @TelGlobalHealth w/ @sophia_yan https://t.co/PAyKaBsM6d
2020-01-23 23:57:42+00:00,"RT @JoceeeeCL: footage of a Wuhan doctor having a mental breakdown
#wars #WuhanCoronavirus #wuhanvirus #Wuhan https://t.co/r5OSSPkukL",umeshshan2,india,Human,29,361,7808,False,"footage of a Wuhan doctor having a mental breakdown
#wars #WuhanCoronavirus #wuhanvirus #Wuhan https://t.co/r5OSSPkukL"
2020-01-23 23:55:06+00:00,"A deadly virus #Coronavirus has originated from Wuhan and now whole world is getting affected. This virus has been detected in travelers to Thailand, Japan, SKorea, Taiwan and US who had recently visited China. Chinese officials have closed all flights, trains and roads to Wuhan. https://t.co/iDbm5e6a5U",BeingTeJan,mumbai india,Graphic Designer | Video Editor | VFX Geek | Cricket Lover | Movie Buff | Traveler | Amateur Photographer | Marvel Fan,2659,219,190257,False,
2020-01-23 23:50:21+00:00,Doctor: Thousands of people at Wuhan hospitals https://t.co/23yf6Ebgz6 https://t.co/Is51ia6LGx,BigMirrorNews,chennai india,Stay Updated with https://t.co/HgrKi3hPmX. To be a part of The Big Mirror DM us and get exciting pay.,216,13,7994,False,
2020-01-23 23:43:29+00:00,RT @Ra_Bies: China is battling with Wuhan virus causing loss of lives but some insensitive women are busy showing their biceps on Instagram…,Honey_Pandya_,india,Simply Mango Indian 😊,807,202,19461,False,"China is battling with Wuhan virus causing loss of lives but some insensitive women are busy showing their biceps on Instagram, some are sharing pics with red, blue hair &amp; many are enjoying eating biryani at Shaheen Bagh not realising  this virus is spread by eating biryani only"
2020-01-23 23:35:49+00:00,"RT @detresfa_: #China plans to build a hospital within six days in #Wuhan to deal with the #Coronovirus cases 

30.527219,114.088672 geloca…",sid_dowjones,new delhi india,"Interested in aviation, conflict studies, politics, movies. Nationalist.",147,1755,8822,False,"#China plans to build a hospital within six days in #Wuhan to deal with the #Coronovirus cases 

30.527219,114.088672 gelocation https://t.co/DVCSItCkvm"
2020-01-23 23:34:58+00:00,"Let's spread the awareness #coronavirus Infections—More Than Just the Common Cold
 https://t.co/WQpHilD2GB

#CoronavirusOutbreak #Wuhan",ompsychiatrist,new delhi india,#Faculty #Psychiatrist #मनोचिकित्सक India;  #Geriatrician #IHBAS #Delhi; #Dementia #Depression #Alcoholism; Past- #NIMHANS #PGIMER #SPMC; #ICMR Awardee 2times,2147,1708,5612,False,
2020-01-23 23:32:46+00:00,RT @BNODesk: NOW: Japan has confirmed a second case of coronavirus in a Wuhan male who was visiting Tokyo - NHK,sachinakhani,india,,55,433,16349,False,NOW: Japan has confirmed a second case of coronavirus in a Wuhan male who was visiting Tokyo - NHK
2020-01-23 23:25:03+00:00,RT @DVATW: It’s horrifying #CoronavirusOutbreak #Wuhan https://t.co/wpFyIOabzY,navnav21,pc navlakha indore mp india,"get best of guidance on English Tests- Reading, Writing, Speaking and Listening: IELTS PTE TOEFL CELPIP
00919300404472
00917312403228
aryanavneet@hotmail.co.uk",115,163,13213,False,It’s horrifying #CoronavirusOutbreak #Wuhan https://t.co/wpFyIOabzY
2020-01-23 23:23:29+00:00,RT @Ra_Bies: China is battling with Wuhan virus causing loss of lives but some insensitive women are busy showing their biceps on Instagram…,DivyangDixit,lucknow india,"I could tell you, but then I would have to kill you...",625,334,22275,False,"China is battling with Wuhan virus causing loss of lives but some insensitive women are busy showing their biceps on Instagram, some are sharing pics with red, blue hair &amp; many are enjoying eating biryani at Shaheen Bagh not realising  this virus is spread by eating biryani only"
2020-01-23 23:20:29+00:00,"RT @detresfa_: #China plans to build a hospital within six days in #Wuhan to deal with the #Coronovirus cases 

30.527219,114.088672 geloca…",Pobbathi_Venku,hyderabad india,"Pls donate to #BharatKeVeer
https://t.co/WhEMe2bnaW",574,3453,314619,False,"#China plans to build a hospital within six days in #Wuhan to deal with the #Coronovirus cases 

30.527219,114.088672 gelocation https://t.co/DVCSItCkvm"
2020-01-23 23:20:42+00:00,RT @detresfa_: Video via social media alleges the work on site has begin even with rainy conditions the workers will work round the clock t…,Pobbathi_Venku,hyderabad india,"Pls donate to #BharatKeVeer
https://t.co/WhEMe2bnaW",574,3453,314619,False,"Video via social media alleges the work on site has begin even with rainy conditions the workers will work round the clock to deliver the project 

Contractor : Wuhan Shengshi Hongyu Construction Company https://t.co/6byhTe96AD"
2020-01-23 23:10:30+00:00,"UW-Platteville monitors 6 students for coronavirus who just returned from Wuhan, China – WITI FOX 6 Milwaukee https://t.co/zqo38wdv42",hscelebrities,hyderabad india,,104,127,50526,False,
2020-01-23 23:09:32+00:00,"China coronavirus: World Health Organisation not declaring virus’ spread a global emergency. The UN agency’s ruling came as Beijing placed eight cities in central China’s Hubei province, including capital Wuhan, under lockdown to stop the virus’ spread. https://t.co/33Pzd7NmuC",kamireddynrao,hyderabad india,Botanist and Nature loving. Avid reader and traveler.,194,45,5998,False,
2020-01-23 23:04:26+00:00,"Wuhan medical staff being infected by virus at much faster pace than reported, sources say. Fifteen cases of the coronavirus have been officially reported among medical staff in the city, but doctors say the true number is far higher. https://t.co/rPM4T1XjE1",kamireddynrao,hyderabad india,Botanist and Nature loving. Avid reader and traveler.,194,45,5998,False,
2020-01-23 23:01:40+00:00,"China coronavirus: first fatality reported outside Hubei province as man dies in Hebei near Beijing, while eight cities now on lockdown.
Travel bans have been imposed on eight cities in Hubei province: Wuhan, Huanggang, Ezhou, Chibi, Xiantao, Qianjiang, Zhijiang and Lichuan https://t.co/AYMek5X1mJ",kamireddynrao,hyderabad india,Botanist and Nature loving. Avid reader and traveler.,194,45,5998,False,
2020-01-23 23:42:34+00:00,"RT @NatashaFatah: #BREAKING #CoronavirusOutbreak Latest:

▪️ At least 17 people killed 
▪️ Virus has spread to several locations in Asia, a…",RajBhagwadhari,india,𝕳𝖎𝖓𝖉𝖚 𝕽𝖆𝖘𝖍𝖙𝖗𝖆 𝕴𝖘 𝕿𝖗𝖚𝖊 𝕴𝖉𝖊𝖓𝖙𝖎𝖙𝖞 𝕺𝖋 𝕭𝖍𝖆𝖗𝖆𝖙. 𝕾𝖚𝖕𝖕𝖔𝖙𝖊𝖗 𝕺𝖋 𝕳𝖎𝖓𝖉𝖚𝖙𝖛𝖆 𝕴𝖉𝖊𝖔𝖑𝖔𝖌𝖞 / 𝕹𝖆𝖙𝖎𝖔𝖓𝖆𝖑𝖎𝖘𝖙𝖘,329,451,210296,False,"#BREAKING #CoronavirusOutbreak Latest:

▪️ At least 17 people killed 
▪️ Virus has spread to several locations in Asia, and one confirmed case in the US
▪️ World Health Organization says this outbreak is not a global emergency

https://t.co/lD0e0LsqD8 https://t.co/ZQqxf5MV4y"
2020-01-23 23:45:37+00:00,"Coronavirus Outbreak: Videos Show Chinese City on Edge by BY MUYI XIAO, CHRISTOPH KOETTL AND CAROLINE KIM https://t.co/e1CGba1Njk https://t.co/f3Q3oLo65g",garjunp,hyderabad india,iam a website devoloper,31,37,75103,False,
2020-01-23 23:22:34+00:00,RT @DrTedros: I am not declaring the new #coronavirus outbreak a public health emergency of international concern today. The Emergency Comm…,WHOSEARO,new delhi india,World Health Organization Regional Office for South-East Asia (SEARO) Country accounts: @WHOIndonesia @WHOMaldives @WHOThailand @WHOTimorLeste @WHOSriLanka,72119,743,8824,True,"I am not declaring the new #coronavirus outbreak a public health emergency of international concern today. The Emergency Committee was divided over whether the outbreak represents a PHEIC. This is an emergency in China, but it has not yet become a global health emergency. https://t.co/16knaV4lMZ"
2020-01-23 23:22:54+00:00,"RT @airnewsalerts: The World Health Organization (#WHO) says, the current outbreak of pneumonia which is likely caused by a new strain of #…",SastaLoha,india,"What doesn't feed you, makes you hungry.",332,196,86009,False,"The World Health Organization (#WHO) says, the current outbreak of pneumonia which is likely caused by a new strain of #coronavirus does not constitute a ""public health emergency of international concern"" at this stage. https://t.co/XRTOyYLJ1t"
2020-01-23 23:20:47+00:00,RT @SkyNews: Coronavirus: UK-made 'Plague' game downloads soar in China amid virus outbreak https://t.co/tmahxxY8xE,SakhalkarDeepak,goa india,Socialist and realistic,98,211,13318,False,Coronavirus: UK-made 'Plague' game downloads soar in China amid virus outbreak https://t.co/tmahxxY8xE
2020-01-23 23:21:03+00:00,"RT @RitaPanahi: 'The Chinese food market at the centre of the deadly Sars-like virus outbreak has claimed they sold live koalas, snakes, ra…",RajBhagwadhari,india,𝕳𝖎𝖓𝖉𝖚 𝕽𝖆𝖘𝖍𝖙𝖗𝖆 𝕴𝖘 𝕿𝖗𝖚𝖊 𝕴𝖉𝖊𝖓𝖙𝖎𝖙𝖞 𝕺𝖋 𝕭𝖍𝖆𝖗𝖆𝖙. 𝕾𝖚𝖕𝖕𝖔𝖙𝖊𝖗 𝕺𝖋 𝕳𝖎𝖓𝖉𝖚𝖙𝖛𝖆 𝕴𝖉𝖊𝖔𝖑𝖔𝖌𝖞 / 𝕹𝖆𝖙𝖎𝖔𝖓𝖆𝖑𝖎𝖘𝖙𝖘,329,451,210296,False,"'The Chinese food market at the centre of the deadly Sars-like virus outbreak has claimed they sold live koalas, snakes, rats and wolf pups to locals to eat.'

https://t.co/wpGDdZfgIB"
2020-01-23 23:21:49+00:00,RT @WHO: @DrTedros @SCBriand @DrMikeRyan Full statement on the meeting of the International Health Regulations Emergency Committee on the n…,WHOSEARO,new delhi india,World Health Organization Regional Office for South-East Asia (SEARO) Country accounts: @WHOIndonesia @WHOMaldives @WHOThailand @WHOTimorLeste @WHOSriLanka,72119,743,8824,True,@DrTedros @SCBriand @DrMikeRyan Full statement on the meeting of the International Health Regulations Emergency Committee on the new #coronavirus (2019-nCoV) https://t.co/LaqD7DSjbI https://t.co/GkcH3qENSa
2020-01-23 23:18:00+00:00,"The World Health Organization (#WHO) says, the current outbreak of pneumonia which is likely caused by a new strain of #coronavirus does not constitute a ""public health emergency of international concern"" at this stage. https://t.co/XRTOyYLJ1t",airnewsalerts,new delhi india,"Official account of News Services Division, All India Radio.

हिंदी के समाचारों के लिए @AIRNewsHindi को फॉलो करें!
Follow @AIRNewsUrdu for news updates in Urdu",2300668,13,264143,True,
2020-01-23 23:06:40+00:00,Travel plans to China trip after disease outbreak https://t.co/pUvheyWaQT,TOIPune,pune india,Your city. Your neighborhood. Your block. Covered for you by https://t.co/VSKi1mCAsZ,5994,3,42105,True,
2020-01-23 23:52:43+00:00,RT @SadhguruJV: This world has witnessed many epidemics. Let’s create a new one – an Epidemic of #Meditation. Cultivating the quality of me…,sarvesh1585,noida india,,11,42,29,False,This world has witnessed many epidemics. Let’s create a new one – an Epidemic of #Meditation. Cultivating the quality of meditativeness will bring clarity of vision &amp; unleash the limitless human potential. -Sg #WEF2020 @wef @Davos https://t.co/N814xDi8ls
2020-01-23 23:54:43+00:00,RT @SadhguruJV: This world has witnessed many epidemics. Let’s create a new one – an Epidemic of #Meditation. Cultivating the quality of me…,kaushiksid26,india,"जय हिंद......जय भारती
भारत माता की जय।
हर हर महादेव।
जय श्री राम।
100% follow back",281,874,6568,False,This world has witnessed many epidemics. Let’s create a new one – an Epidemic of #Meditation. Cultivating the quality of meditativeness will bring clarity of vision &amp; unleash the limitless human potential. -Sg #WEF2020 @wef @Davos https://t.co/N814xDi8ls
2020-01-23 23:35:08+00:00,RT @SadhguruJV: This world has witnessed many epidemics. Let’s create a new one – an Epidemic of #Meditation. Cultivating the quality of me…,santhiyasanya,coimbatore india,"தெரிந்துகொள்வதற்கான முதல் படி, உங்களுக்குத் தெரியாது என்பதை உணர்வதுதான். - சத்குரு",68,21,9265,False,This world has witnessed many epidemics. Let’s create a new one – an Epidemic of #Meditation. Cultivating the quality of meditativeness will bring clarity of vision &amp; unleash the limitless human potential. -Sg #WEF2020 @wef @Davos https://t.co/N814xDi8ls
2020-01-23 23:05:00+00:00,RT @SadhguruJV: This world has witnessed many epidemics. Let’s create a new one – an Epidemic of #Meditation. Cultivating the quality of me…,selvak1703,bengaluru south india,"HOW ALIVE, active, passionate, or even ecstatic you are simply depends on your level of intensity.",330,182,21414,False,This world has witnessed many epidemics. Let’s create a new one – an Epidemic of #Meditation. Cultivating the quality of meditativeness will bring clarity of vision &amp; unleash the limitless human potential. -Sg #WEF2020 @wef @Davos https://t.co/N814xDi8ls
2020-01-23 23:21:16+00:00,RT @WHO: LIVE: Press conference on the Emergency Committee meeting on new #coronavirus (2019-nCoV) https://t.co/9bWEOJfLZK,WHOSEARO,new delhi india,World Health Organization Regional Office for South-East Asia (SEARO) Country accounts: @WHOIndonesia @WHOMaldives @WHOThailand @WHOTimorLeste @WHOSriLanka,72119,743,8824,True,LIVE: Press conference on the Emergency Committee meeting on new #coronavirus (2019-nCoV) https://t.co/9bWEOJfLZK
2020-01-23 23:03:34+00:00,"RT @GordonGChang: If 6,000 people are in fact infected, then #China has not been acting responsibly this time as global health officials ha…",ram_gaggar,mumbai maharashtra india,"Tweets are personal. Personally interested in stock markets with sometimes dash of politics as that affects markets in short run, in long run business matters.",282,62,12756,False,"If 6,000 people are in fact infected, then #China has not been acting responsibly this time as global health officials have assured us. By the way, Beijing's drastic actions suggest the number of infections is far higher than the official count. #WuhanOutbreak #WuhanLockDown https://t.co/wKQs0k8BW6"
