created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-03-18 10:00:00+00:00,RT @swapan55: Those who demand that every individual who coughs/sneezes be tested for coronavirus are curiously silent on the reckless viol…,Ashwin_bma,bengaluru karnataka india,"Tweets and RT are strictly my personal point of view. Leftists please stay away from me.        
                            I Support | CAA | NRC | UCC | PCL |",69,115,7225,False,Those who demand that every individual who coughs/sneezes be tested for coronavirus are curiously silent on the reckless violation of all stipulated guidelines by the protesters in Shaheen Bagh. It prompts the conclusion that their concern is not public health but India bashing.
2020-03-18 10:00:00+00:00,"COVID-19 effect: Mecca to Vatican, priests &amp; clerics left god worshippers in hands of science

@taslimanasreen writes

#ThePrintOpinion

https://t.co/QpPPoT3VFR",ThePrintIndia,new delhi india,"Substance of Print, Speed of Digital.

Also follow our other handles @theprintscience, @theprinthindi, @theprintotc",213843,86,80392,True,
2020-03-18 10:00:00+00:00,"#COVID19 Some facts to address the fiction
https://t.co/Uu70njOYf4
#CoronavirusOutbreak #CoronavirusPandemic #CoronaVirusUpdates",ET_Specials,new delhi india,Handpicked and curated content from The Economic Times | Best of ET for those who want more than just news | A Times Internet Product,1684,401,11558,False,
2020-03-18 10:00:01+00:00,"RT @Madan_Chikna: Boss: Stay Safe people, you can Work from home during #CoronaVirus 

Employees: https://t.co/93uyBRvvuP",Sandeepsahani_,india,"Neither leftist nor rightist
   Not being a librandu
Nor a bhakt
   I'm just undecided

Jai hind 🇮🇳",12,141,370,False,"Boss: Stay Safe people, you can Work from home during #CoronaVirus 

Employees: https://t.co/93uyBRvvuP"
2020-03-18 10:00:01+00:00,"As COVID-19 outbreak has created a health havoc, disrupted global value chains and demand sock simultanously. It also brought some sharp relief in narrow nationalism and ignited the spirit of internationalism &amp; solidarity.
#COVID2019",abhishekmishraw,new delhi india,देश प्रेमी/CSE Aspirant🇮🇳,99,0,1048,False,
2020-03-18 10:00:02+00:00,"RT @mvmeet: India is rescuing 800 Indian students from Iran, all musl!ms

Pakistan didn’t rescue a single student from China from Corona Vi…",adeshra_bipin,jharkhand india,"interested Indian politics, Modi supporter,",77,518,7604,False,"India is rescuing 800 Indian students from Iran, all musl!ms

Pakistan didn’t rescue a single student from China from Corona Virus

Guess which country’s image is tarnished globally for treating 
Musl!ms as second-class citizens?

I AM PROUD KAFIR https://t.co/o7IWEOPjxU"
2020-03-18 10:00:03+00:00,RT @TS_SinghDeo: The Chhattisgarh govt. took the Corona threat very seriously and started its preparation to fight the #Covid19 menace 50 d…,arupkb,india,"Believe humanism with justice & fair play is above all.Skeptic & liberal.Time to speak up, stand up &save this free & diverse nation from bigotry &fascism.",165,541,14007,False,"The Chhattisgarh govt. took the Corona threat very seriously and started its preparation to fight the #Covid19 menace 50 days ago, back in January itself.

Today we have a treatment capacity of 450 patients and quarantine capacity of 1500 &amp; another 60 bed hospital is ready. (1/3) https://t.co/UPA7h7ZA6x"
2020-03-18 10:00:06+00:00,"RT @Imamofpeace: Never forget the Chinese doctor who first warned about coronavirus and was threatened, attacked, smeared, made to sign a c…",Faizanquadri1,bhadrak india,,44,831,884,False,"Never forget the Chinese doctor who first warned about coronavirus and was threatened, attacked, smeared, made to sign a confession, silenced, isolated and then died after being infected while trying to help others.

China did all of this.  https://t.co/BoySfa67JF"
2020-03-18 10:00:06+00:00,Listen this beautiful song on Corona 👏👏👏 https://t.co/wojn6BomCo,shadabkhan2305,lucknow india,,87,312,14293,False,
2020-03-18 10:00:07+00:00,"RT @palkisu: 3 P’s to #FightCOVID19 

1. Precaution: wash hands, sanitise surroundings
2. Preparation:stock up essential supplies, don’t ho…",VishwasPSRawat,devaprayag india,"अच्छी लगती है, हरियाली और दूसरे के चेहरे पर हँसी।।
स्वयंसेवक उत्तराखंड",264,258,7012,False,"3 P’s to #FightCOVID19 

1. Precaution: wash hands, sanitise surroundings
2. Preparation:stock up essential supplies, don’t hoard. Not everyone needs masks. Buy only what you need.
3. Positivity:The mortality rate is less than 4%. Most ppl recover.

One P to avoid - Panic. 
😷🙏"
